FeatureID,Kingdom,Phylum,Class,Order,Family,Genus,Species
HW066416.1.1505,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,uncultured,Ambiguous_taxa
GQ449206.1.1387,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales S24-7 group,uncultured bacterium,uncultured bacterium
AM747335.1.1271,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,uncultured marine bacterium
DQ794528.1.1395,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,uncultured bacterium
DQ808697.1.1361,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales vadinBB60 group,uncultured bacterium,uncultured bacterium
DQ808076.1.1390,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Eubacterium] rectale group,uncultured bacterium
KF098306.1.1368,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
HM829010.1.1342,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella 3,uncultured bacterium
KT280489.1.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Ambiguous_taxa
HM824762.1.1353,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured bacterium
FJ976318.1.1377,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured Streptococcus sp.
HG942107.1.1206,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. TA_JX
EU800331.1.1492,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured,uncultured bacterium
FJ975917.1.1360,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Ambiguous_taxa
HM445948.1.1495,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae UCG-008,uncultured bacterium
JN177898.1.1519,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,uncultured bacterium,uncultured bacterium
HQ003483.1.1505,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,uncultured,uncultured beta proteobacterium
GQ448336.1.1418,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,uncultured bacterium
DQ809549.1.1287,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured bacterium
AB506171.1.1525,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,uncultured bacterium
HQ807545.1.1449,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,uncultured organism
EF097233.1.1407,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,uncultured bacterium
DQ806719.1.1402,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae NK4A214 group,uncultured bacterium
HO777920.18.1354,Bacteria,Cyanobacteria,Chloroplast,Phaseolus acutifolius (tepary bean),Phaseolus acutifolius (tepary bean),Phaseolus acutifolius (tepary bean),Phaseolus acutifolius (tepary bean)
DQ057388.1.1392,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,Ambiguous_taxa
DQ456148.1.1449,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured bacterium
EU772443.1.1293,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus] gauvreauii group,uncultured bacterium
KF067061.1.1385,Bacteria,Firmicutes,Bacilli,Bacillales,Family XI,Gemella,uncultured bacterium
HK555732.1.1481,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus,Ambiguous_taxa
KF100406.1.1363,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Ezakiella,uncultured bacterium
DQ803672.1.1362,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,uncultured bacterium
JF191777.1.1369,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
DQ809162.1.1399,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,uncultured bacterium
EU777398.1.1280,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,uncultured bacterium
DQ798582.1.1391,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,uncultured bacterium
AB185776.1.1501,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-010,uncultured rumen bacterium
JQ452015.1.1405,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,uncultured bacterium
AM183044.1.1424,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,uncultured bacterium
GQ004079.1.1358,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Finegoldia,uncultured bacterium
KC333954.1.1483,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,uncultured bacterium
JX218616.1.1491,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae NK4A214 group,uncultured rumen bacterium
DQ803874.1.1387,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,uncultured bacterium
EU505577.1.1414,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,uncultured bacterium
JF146092.1.1360,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
HQ761629.1.1435,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 7,uncultured organism
HQ780980.1.1449,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NC2004 group,uncultured organism
DQ799971.1.1392,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,uncultured bacterium
DQ798603.1.1202,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,uncultured bacterium
EU475201.1.1350,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,uncultured bacterium
DQ794652.1.1387,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Eubacterium] hallii group,uncultured bacterium
DQ809733.1.1398,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,uncultured bacterium
JX222097.1.1289,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermatophilaceae,uncultured,uncultured bacterium
GQ491689.1.1359,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
JN540191.1.1299,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,uncultured,uncultured Sphingobacteriales bacterium
JQ083423.1.1482,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,Mogibacterium,Ambiguous_taxa
EU794160.1.1439,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,uncultured bacterium
HQ774354.1.1427,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Parasutterella,uncultured organism
GU451064.1.1450,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. 5-1-2
GU303658.1.1491,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-001,uncultured rumen bacterium
EU762387.1.1370,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
JQ448711.1.1414,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
LN558635.1.1383,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,Proteus mirabilis
KF099210.1.1350,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Anaerococcus,uncultured bacterium
EF071396.1.1511,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas,Ambiguous_taxa
DQ803454.1.1292,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,uncultured bacterium
HQ787843.1.1438,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured organism
DQ799862.1.1396,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-004,uncultured bacterium
CDYK01040179.305.1788,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,Ambiguous_taxa
EU776564.1.1370,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured bacterium
JF186297.1.1367,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
DQ804765.1.1381,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus 1,uncultured bacterium
DQ905474.1.1452,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured bacterium
DQ807113.1.1388,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,uncultured bacterium
JQ461335.1.1385,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,uncultured bacterium
EU468525.1.1336,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,Family XIII UCG-001,uncultured bacterium
DQ798335.1.1385,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,uncultured bacterium
FJ363399.1.1345,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,uncultured bacterium
GQ360020.1.1472,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Hados.Sed.Eubac.3,uncultured bacterium,uncultured bacterium
EU132778.1.1329,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,uncultured,uncultured bacterium
KF842679.1.1373,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,uncultured bacterium
FR733677.1.1497,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Sarcina,Ambiguous_taxa
FJ558049.1.1403,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella 7,uncultured bacterium
AACY020075636.150.1670,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,JTB255 marine benthic group,Ambiguous_taxa,Ambiguous_taxa
KF843102.1.1398,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured bacterium
AM278900.1.1492,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured bacterium
EU462418.1.1293,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NC2004 group,uncultured bacterium
AF243164.1.1511,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sp. KC45b
HK555365.1.1350,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Ambiguous_taxa
AY913551.1.1281,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae (Subgroup 1),uncultured,uncultured forest soil bacterium
DQ793516.1.1314,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella,uncultured bacterium
DQ808659.1.1280,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,uncultured bacterium
FJ976000.1.1361,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,uncultured,Ambiguous_taxa
DQ808301.1.1388,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Eubacterium] rectale group,uncultured bacterium
GQ491687.1.1388,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,uncultured bacterium
JX504928.1.1441,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Ambiguous_taxa
HM274580.1.1341,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured bacterium
DQ325663.1.1352,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae FCS020 group,uncultured bacterium
DQ797689.1.1370,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,uncultured bacterium
FJ032624.1.1238,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,uncultured bacterium
KF843129.1.1399,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured bacterium
DQ794981.1.1387,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,uncultured bacterium
DQ804805.1.1390,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,uncultured bacterium
AM157317.1.1235,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,uncultured bacterium,uncultured bacterium
FJ470415.1.1512,Bacteria,Firmicutes,Bacilli,Bacillales,Family XI,Gemella,uncultured bacterium
KF841937.1.1371,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-002,uncultured bacterium
GU303974.1.1494,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-001,uncultured rumen bacterium
HQ419280.1.1500,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter sp. NISOC_03
DQ796327.1.1412,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium
DQ799755.1.1390,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,uncultured bacterium
GU940693.1.1344,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Ambiguous_taxa
DQ801428.1.1384,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,uncultured bacterium
HQ598496.1.1467,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae (Subgroup 1),uncultured,Ambiguous_taxa
AJ002591.1.1469,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Ambiguous_taxa
EU762681.1.1284,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured bacterium
KJ575555.1.1451,Bacteria,Firmicutes,Bacilli,Lactobacillales,P5D1-392,Granulicatella sp. BB-11,Granulicatella sp. BB-11
KC819131.1.1492,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus sp. 46-2
CU926785.1.1346,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,uncultured bacterium
FJ372149.1.1355,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae UCG-008,uncultured bacterium
EU772521.1.1396,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-004,uncultured bacterium
DQ794134.1.1390,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus 2,uncultured bacterium
EF686549.1.1477,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus 2,uncultured rumen bacterium
DQ326887.1.1354,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus 1,uncultured bacterium
EU772925.1.1390,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Eubacterium] rectale group,uncultured bacterium
JF139934.1.1375,Bacteria,Firmicutes,Bacilli,Bacillales,Ambiguous_taxa,Ambiguous_taxa,uncultured bacterium
KF842051.1.1404,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus 2,uncultured bacterium
KF100400.1.1350,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Peptoniphilus,uncultured bacterium
HQ785479.1.1451,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured organism
DQ057383.1.1395,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Ambiguous_taxa
EU009826.1.1452,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured bacterium
JQ467001.1.1360,Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
HK557012.3.1494,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Slackia,Ambiguous_taxa
EU458619.1.1400,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 9,uncultured bacterium
KF092820.1.1312,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,uncultured bacterium
DQ807015.1.1390,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Eubacterium] rectale group,uncultured bacterium
HQ767719.1.1435,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,uncultured organism
JQ456015.1.1375,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,uncultured bacterium
DQ799507.1.1396,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,uncultured bacterium
HQ748692.1.1491,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,Ambiguous_taxa
AM278277.1.1487,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-013,uncultured bacterium
GQ135095.1.1366,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
FJ680662.1.1437,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Eubacterium] rectale group,uncultured bacterium
EU505003.1.1390,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Candidatus Stoquefichus,uncultured bacterium
EU774255.1.1373,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,uncultured bacterium
GQ448359.1.1396,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured bacterium
CVOA01000775.73.1588,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Ambiguous_taxa
JQ455259.1.1251,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,uncultured bacterium
DQ456024.1.1572,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,Ambiguous_taxa
DQ807812.1.1392,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Eubacterium] rectale group,uncultured bacterium
EU778230.1.1391,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus 2,uncultured bacterium
FJ975848.1.1365,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Hafnia-Obesumbacterium,uncultured beta proteobacterium
DQ804522.1.1393,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,uncultured bacterium
DQ794771.1.1366,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Adlercreutzia,uncultured bacterium
EU772524.1.1387,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium] coprostanoligenes group,uncultured bacterium
DQ801634.1.1339,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,uncultured bacterium
EU777549.1.1389,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,uncultured bacterium
HQ790773.1.1438,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-002,uncultured organism
KF070939.1.1363,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,uncultured bacterium
KF843421.1.1338,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus 1,uncultured bacterium
JX114335.1.1513,Bacteria,Acidobacteria,Subgroup 6,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium
AB470344.1.1487,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Ambiguous_taxa
GQ493226.1.1380,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,uncultured bacterium
FJ976018.1.1326,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella 4,Ambiguous_taxa
AY913483.1.1310,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,uncultured forest soil bacterium
DQ809150.1.1289,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
EU135030.1.1305,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured bacterium,uncultured bacterium
GQ134845.1.1386,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 6,uncultured bacterium
HQ761711.1.1452,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NC2004 group,uncultured organism
HK556728.1.1453,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Peptoniphilus,Ambiguous_taxa
EU508933.1.1327,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured bacterium
AF371713.1.1427,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,uncultured,uncultured bacterium
EU773260.1.1381,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella 4,uncultured bacterium
JN869177.1.1525,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured,uncultured bacterium
EU467297.1.1329,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae R-7 group,uncultured bacterium
